Comune,Popolazione_totale,SI_mean_km,SP_mean_km,SS_mean_km,SI_mean_min,SP_mean_min,SS_mean_min,SI_St.Dv_km,SP_St.Dv_km,SS_St.Dv_km,SI_St.Dv_min,SP_St.Dv_min,SS_St.Dv_min
POLI,1849.0,0.8712179556517037,0.6372590589507842,0.8712179556517037,10.966089778258516,7.648738056607175,10.966089778258516,2.9441482639296543,2.9447244919233673,2.9441482639296543,10.398642183441995,10.389270640639047,10.398642183441995
PONZANO ROMANO,969.0,0.214,0.214,44.513,4.116666666666666,4.116666666666666,157.13333333333333,,,,,,
RIANO,9520.0,2.771467962184874,2.873543487394958,2.0249778361344535,33.124648109243694,34.757981442577034,25.535891106442577,1.9974755317650323,1.9975459231962047,3.1327348187238004,10.36782884696695,10.367828846966951,30.261751620008898
RIGNANO FLAMINIO,8819.0,1.3493021884567415,2.3004495974600294,2.2548290055561853,9.972105680916204,18.324227992591755,17.514102127981253,2.280626281988182,3.6858159980428447,3.718947002785037,14.88892161214125,19.410287118735415,19.533529374930428
RIOFREDDO,698.0,0.144,0.144,0.144,1.8,1.8,1.8,,,,,,
ROCCA CANTERANO,180.0,71.92233333333333,4.960333333333334,15.828333333333335,211.3111111111111,18.66111111111111,53.62777777777778,1.086823122683718,1.0868231226837235,1.0868231226837242,2.557369525291352,2.5573695252913473,2.5573695252913473
ROCCA DI CAVE,231.0,19.03407792207792,18.967714285714283,18.66837662337662,42.22835497835497,41.34285714285715,43.38939393939394,15.970006653098176,15.99970513790801,16.416191032026887,15.249936247589874,15.685985429321581,26.728636328851497
ROCCA DI PAPA,17111.0,1.3830752599243856,1.3812687854442345,0.5707564390359169,21.82099283238815,21.763771069628223,9.104008152173913,8.579971052355551,8.583718412073976,9.684785335772808,36.70759051812159,36.743707084180635,44.69150739607396
ROCCA PRIORA,11798.0,13.50766689269368,13.372464358365825,9.873952364807595,79.80479671695768,68.99827442504379,52.519893202237675,8.50327891659055,8.404980859585583,27.94507262470434,2.0419727661694633,7.137766340623191,62.069049811032585
ROCCA SANTO STEFANO,820.0,0.046,0.242,0.092,0.55,3.35,1.2,,,,,,
ROCCAGIOVINE,235.0,3.7159999999999997,3.5909999999999997,7.343,53.38333333333333,51.4,41.95,,,,,,
ROIATE,627.0,10.21,0.165,10.21,57.63333333333333,2.533333333333333,57.63333333333333,,,,,,
ROVIANO,1238.0,0.344,0.344,0.344,5.183333333333334,5.183333333333334,5.183333333333334,,,,,,
SACROFANO,6251.0,2.5591956486962086,2.5121956486962085,2.4282594784834424,16.269439556337655,15.562030075187971,14.302772889670988,2.105202426025928,2.105202426025928,2.1051534429066727,16.52950636915939,16.52705587083119,16.52950636915939
SAMBUCI,811.0,0.376,32.384,32.562,6.633333333333335,99.23333333333332,102.73333333333332,,,,,,
SAN CESAREO,13382.0,0.8266829322971154,0.8266829322971154,0.8266829322971154,6.0928423753300445,6.0928423753300445,6.0928423753300445,2.4226938813760897,2.4226938813760897,2.4226938813760897,10.663156974679996,10.663156974679996,10.663156974679996
SAN GREGORIO DA SASSOLA,1096.0,77.987,0.231,0.231,180.6,4.366666666666666,4.366666666666666,,,,,,
SAN POLO DEI CAVALIERI,2268.0,3.236593915343916,3.236593915343916,3.236593915343916,14.42831422692534,14.42831422692534,14.42831422692534,12.321567446284316,12.321567446284316,12.321567446284316,29.691807387323628,29.691807387323628,29.691807387323628
SAN VITO ROMANO,3023.0,0.617,0.622,0.622,8.566666666666666,8.633333333333333,8.633333333333333,,,,,,
SANT'ANGELO ROMANO,3031.0,2.264846915209502,2.264846915209502,2.3110491586935007,19.77582206092599,19.77582206092599,20.342488727592652,2.645112675608861,2.645112675608861,2.645530828901199,28.259438279128123,28.259438279128123,28.259438279128123
SANT'ORESTE,2711.0,0.4951966064182959,2.4105739579490963,1.1560084839542604,6.911865240378703,37.47713021025452,17.857635558834378,1.8900964261116415,1.9608071042302964,1.9841416280094524,27.27075152776118,12.9989796608127,28.508188394837646
SANTA MARINELLA,17791.0,2.004222696869203,1.9412798231315458,1.6354085211623854,19.446714006457697,18.489914376182714,15.236930657823244,3.106046010267915,3.1047895219013872,3.7089036153259327,5.081362786784571,5.099362587591282,11.955535225612621
SARACINESCO,109.0,11.796431192660549,11.796431192660549,16.89443119266055,40.61422018348624,40.61422018348624,53.1808868501529,0.3691097397793767,0.3691097397793767,0.3691097397793792,1.0488750587600513,1.0488750587600513,1.0488750587600513
SEGNI,7301.0,4.584792676802264,5.48130194493905,1.6787407204492535,33.586339009876895,37.23528740355202,11.553796283614119,2.8177197176808426,2.0779164616096986,4.773458110566525,10.55924740506239,8.20235802977883,23.267974789260254
SUBIACO,6811.0,1.3818102334458962,4.562384329271277,1.821323006900602,14.922614153575099,44.15187523450627,20.638293446875153,3.9309466148612207,4.429209215293347,4.291591267946088,13.18100979781608,20.675395151668575,14.318284951439447
TOLFA,4645.0,5.408939181916039,5.408939181916039,5.159583423035522,19.87439002511661,19.87439002511661,18.190940078937924,27.998600107862533,27.998600107862533,28.023348845204065,63.29784202921577,63.29784202921577,69.11968786098501
TORRITA TIBERINA,800.0,0.66095375,4.170455,0.4718275,9.717374999999999,55.38364583333334,6.467375,0.6102331521639903,1.6716004307249983,0.6095260453828041,7.471761654537852,15.49742362100516,7.47176165453785
TREVIGNANO ROMANO,5356.0,1.85703715459298,1.590496265870052,1.7477725914861837,19.564161687826736,13.739528877271596,16.873070699527013,2.7450735013434118,2.432132489081227,2.290678010982775,7.852444673200762,14.763843420019874,15.058977675857523
VALLEPIETRA,239.0,51.41100000000001,51.41100000000001,51.41100000000001,217.0,217.0,217.0,,,,,,
VALLINFREDA,292.0,27.994897260273973,5.133897260273972,13.112897260273972,177.97111872146118,13.871118721461187,100.05445205479452,0.5876057351660207,0.5876057351660207,0.5876057351660207,3.099484724201028,3.099484724201034,3.099484724201058
VALMONTONE,14761.0,1.6587973827428124,1.7007440281823727,0.8162636000270982,23.071394402667682,23.76290472641872,11.552538220084454,2.681692692022046,2.3428966447540955,2.903508102279034,9.17489706269837,7.948862741857409,8.783344006951136
VICOVARO,3381.0,1.1985876959479447,1.2895876959479442,1.4666054421768706,16.359587893128268,16.559587893128263,20.059587893128263,2.227832934340754,2.227832934340754,2.228348024135069,6.12255053062039,6.122550530620388,6.122550530620388
VIVARO ROMANO,165.0,31.06,8.198,16.178,184.7,20.6,106.78333333333332,,,,,,
ZAGAROLO,18191.0,9.360483082293444,10.895058655379035,13.430188857127153,49.47882904549869,54.633570019362445,66.62143825701355,2.896607307840214,3.1212521407162743,5.361445148775966,22.01314159264364,23.516373990881593,31.105315432384668
